Time,Team,Cap,Cap Number,Player Name,Action,Action Detail,Score,teams_in_game
3:12,USC (M),19.0,Tony Nardelli,Earned Exclusion,,,,California (M) USC (M)
3:12,USC (M),,,Time Out - Full,,,,California (M) USC (M)
--:--,USC (M),9.0,Joshua Waldoch,Missed Shot,,,,California (M) USC (M)
--:--,California (M),7.0,Albert Ponferrada,Missed Shot,,,,California (M) USC (M)
--:--,USC (M),1.0,Bernardo Herzer,Block,,,,California (M) USC (M)
--:--,USC (M),24.0,Massimo Di Martire,Missed Shot,,,,California (M) USC (M)
--:--,California (M),16.0,Jake Stone,Block,,,,California (M) USC (M)
1:29,USC (M),5.0,Luka Brnetic,Exclusion,,,,California (M) USC (M)
1:29,California (M),4.0,Nikolaos Papanikolaou,Earned Exclusion,,,,California (M) USC (M)
--:--,California (M),10.0,Max Casabella,Missed Shot,,,,California (M) USC (M)
--:--,USC (M),1.0,Bernardo Herzer,Block,,,,California (M) USC (M)
0:58,California (M),16.0,Jake Stone,Exclusion,,,,California (M) USC (M)
0:58,USC (M),24.0,Massimo Di Martire,Earned Exclusion,,,,California (M) USC (M)
--:--,USC (M),24.0,Massimo Di Martire,Missed Shot,,,,California (M) USC (M)
--:--,California (M),2.0,Roberto Valera,Block,,,,California (M) USC (M)
--:--,USC (M),24.0,Massimo Di Martire,Missed Shot,,,,California (M) USC (M)
--:--,California (M),18.0,Carter Loth,Missed Shot,,,,California (M) USC (M)
--:--,USC (M),1.0,Bernardo Herzer,Missed Shot,,,,California (M) USC (M)
--:--,California (M),4.0,Nikolaos Papanikolaou,Block,,,,California (M) USC (M)
--:--,California (M),,,Sprint (winner),,,,California (M) USC (M)
--:--,USC (M),5.0,Luka Brnetic,Assist,,,,California (M) USC (M)
7:16,USC (M),28.0,Zach Bettino,Goal - Natural,10-5,,,California (M) USC (M)
--:--,USC (M),4.0,Jake Carter,Steal,,,,California (M) USC (M)
--:--,California (M),1.0,Adrian Weinberg,Steal,,,,California (M) USC (M)
--:--,California (M),3.0,Wyatt Mundelius,Assist,,,,California (M) USC (M)
6:20,California (M),7.0,Albert Ponferrada,Goal - Natural,11-5,,,California (M) USC (M)
--:--,USC (M),9.0,Joshua Waldoch,Missed Shot,,,,California (M) USC (M)
5:55,USC (M),24.0,Massimo Di Martire,Exclusion,,,,California (M) USC (M)
5:55,California (M),15.0,Nik Mirkovic,Earned Exclusion,,,,California (M) USC (M)
5:55,California (M),,,Time Out - Full,,,,California (M) USC (M)
--:--,California (M),7.0,Albert Ponferrada,Missed Shot,,,,California (M) USC (M)
--:--,USC (M),5.0,Luka Brnetic,Block,,,,California (M) USC (M)
--:--,USC (M),6.0,Carson Kranz,Steal,,,,California (M) USC (M)
--:--,USC (M),6.0,Carson Kranz,Missed Shot,,,,California (M) USC (M)
--:--,California (M),4.0,Nikolaos Papanikolaou,Assist,,,,California (M) USC (M)
4:52,California (M),3.0,Wyatt Mundelius,Goal - Natural,12-5,,,California (M) USC (M)
4:52,USC (M),,,Time Out - Full,,,,California (M) USC (M)
--:--,USC (M),22.0,Will Sanchez,Missed Shot,,,,California (M) USC (M)
--:--,USC (M),28.0,Zach Bettino,Steal,,,,California (M) USC (M)
--:--,USC (M),22.0,Will Sanchez,Missed Shot,,,,California (M) USC (M)
--:--,California (M),1.0,Adrian Weinberg,Block,,,,California (M) USC (M)
--:--,USC (M),22.0,Will Sanchez,Missed Shot,,,,California (M) USC (M)
--:--,California (M),1.0,Adrian Weinberg,Block,,,,California (M) USC (M)
3:22,California (M),,,Time Out - Full,,,,California (M) USC (M)
--:--,California (M),2.0,Roberto Valera,Missed Shot,,,,California (M) USC (M)
--:--,USC (M),1.0,Bernardo Herzer,Block,,,,California (M) USC (M)
2:40,California (M),14.0,Warren Loth,Exclusion,,,,California (M) USC (M)
2:40,USC (M),17.0,Zac Crenshaw,Earned Exclusion,,,,California (M) USC (M)
--:--,California (M),2.0,Roberto Valera,Missed Shot,,,,California (M) USC (M)
--:--,USC (M),1.0,Bernardo Herzer,Block,,,,California (M) USC (M)
1:56,California (M),24.0,George Avakian,Exclusion,,,,California (M) USC (M)
1:56,USC (M),28.0,Zach Bettino,Earned Exclusion,,,,California (M) USC (M)
1:56,USC (M),,,Time Out - 30 sec,,,,California (M) USC (M)
--:--,USC (M),28.0,Zach Bettino,Missed Shot,,,,California (M) USC (M)
--:--,California (M),11.0,Jordi Gascon,Missed Shot,,,,California (M) USC (M)
--:--,USC (M),1.0,Bernardo Herzer,Block,,,,California (M) USC (M)
--:--,California (M),1.0,Adrian Weinberg,Steal,,,,California (M) USC (M)
--:--,USC (M),17.0,Zac Crenshaw,Missed Shot,,,,California (M) USC (M)
--:--,UCSD (M),18.0,Landon Akerstrom,Goal,0-1,,,UCSD (M) USC (M)
--:--,UCSD (M),11.0,Felipe Ferreira,Goal - 6 on 5,0-2,,,UCSD (M) USC (M)
--:--,USC (M),24.0,Massimo Di Martire,Goal,1-2,,,UCSD (M) USC (M)
--:--,USC (M),6.0,Carson Kranz,Goal - 6 on 5,2-2,,,UCSD (M) USC (M)
--:--,UCSD (M),9.0,Miles Wilson,Goal,2-3,,,UCSD (M) USC (M)
--:--,UCSD (M),15.0,Rhys Bugelli,Goal,2-4,,,UCSD (M) USC (M)
--:--,UCSD (M),22.0,Luca Rago,Goal - 6 on 5,2-5,,,UCSD (M) USC (M)
--:--,USC (M),15.0,Jack Vort,Exclusion,,,,UCSD (M) USC (M)
--:--,UCSD (M),11.0,Felipe Ferreira,Exclusion,,,,UCSD (M) USC (M)
--:--,USC (M),1.0,Eric Hubner,Exclusion,,,,UCSD (M) USC (M)
--:--,USC (M),24.0,Massimo Di Martire,Yellow Card,,,,UCSD (M) USC (M)
--:--,USC (M),1.0,Eric Hubner,Steal,,,,UCSD (M) USC (M)
--:--,USC (M),24.0,Massimo Di Martire,Steal,,,,UCSD (M) USC (M)
--:--,USC (M),24.0,Massimo Di Martire,Steal,,,,UCSD (M) USC (M)
--:--,USC (M),23.0,Andrej Grgurevic,Steal,,,,UCSD (M) USC (M)
--:--,USC (M),23.0,Andrej Grgurevic,Steal,,,,UCSD (M) USC (M)
--:--,USC (M),9.0,Joshua Waldoch,Steal,,,,UCSD (M) USC (M)
--:--,USC (M),9.0,Joshua Waldoch,Steal,,,,UCSD (M) USC (M)
--:--,USC (M),8.0,Reed Stemler,Steal,,,,UCSD (M) USC (M)
--:--,USC (M),7.0,Tom McGuire,Steal,,,,UCSD (M) USC (M)
--:--,USC (M),5.0,Luka Brnetic,Steal,,,,UCSD (M) USC (M)
--:--,USC (M),5.0,Luka Brnetic,Steal,,,,UCSD (M) USC (M)
--:--,USC (M),5.0,Luka Brnetic,Steal,,,,UCSD (M) USC (M)
--:--,USC (M),4.0,Jake Carter,Steal,,,,UCSD (M) USC (M)
--:--,USC (M),,,Sprint (winner),,,,UCSD (M) USC (M)
--:--,USC (M),,,Sprint (winner),,,,UCSD (M) USC (M)
--:--,USC (M),,,Sprint (winner),,,,UCSD (M) USC (M)
--:--,USC (M),,,Sprint (winner),,,,UCSD (M) USC (M)
--:--,USC (M),28.0,Zach Bettino,Missed Shot,,,,UCSD (M) USC (M)
--:--,USC (M),28.0,Zach Bettino,Missed Shot,,,,UCSD (M) USC (M)
--:--,USC (M),24.0,Massimo Di Martire,Missed Shot,,,,UCSD (M) USC (M)
--:--,USC (M),24.0,Massimo Di Martire,Missed Shot,,,,UCSD (M) USC (M)
--:--,USC (M),19.0,Tony Nardelli,Missed Shot,,,,UCSD (M) USC (M)
--:--,USC (M),12.0,Max Miller,Missed Shot,,,,UCSD (M) USC (M)
--:--,USC (M),12.0,Max Miller,Missed Shot,,,,UCSD (M) USC (M)
--:--,USC (M),9.0,Joshua Waldoch,Missed Shot,,,,UCSD (M) USC (M)
--:--,USC (M),9.0,Joshua Waldoch,Missed Shot,,,,UCSD (M) USC (M)
--:--,USC (M),9.0,Joshua Waldoch,Missed Shot,,,,UCSD (M) USC (M)
--:--,USC (M),9.0,Joshua Waldoch,Missed Shot,,,,UCSD (M) USC (M)
--:--,USC (M),9.0,Joshua Waldoch,Missed Shot,,,,UCSD (M) USC (M)
--:--,USC (M),6.0,Carson Kranz,Missed Shot,,,,UCSD (M) USC (M)
--:--,USC (M),6.0,Carson Kranz,Missed Shot,,,,UCSD (M) USC (M)
--:--,USC (M),5.0,Luka Brnetic,Missed Shot,,,,UCSD (M) USC (M)
--:--,USC (M),4.0,Jake Carter,Missed Shot,,,,UCSD (M) USC (M)
--:--,USC (M),3.0,Evan Ausmus,Missed Shot,,,,UCSD (M) USC (M)
--:--,USC (M),28.0,Zach Bettino,Earned Exclusion,,,,UCSD (M) USC (M)
--:--,USC (M),23.0,Andrej Grgurevic,Earned Exclusion,,,,UCSD (M) USC (M)
--:--,USC (M),23.0,Andrej Grgurevic,Earned Exclusion,,,,UCSD (M) USC (M)
--:--,USC (M),19.0,Tony Nardelli,Earned Exclusion,,,,UCSD (M) USC (M)
--:--,USC (M),19.0,Tony Nardelli,Earned Exclusion,,,,UCSD (M) USC (M)
--:--,USC (M),19.0,Tony Nardelli,Earned Exclusion,,,,UCSD (M) USC (M)
--:--,USC (M),19.0,Tony Nardelli,Earned Exclusion,,,,UCSD (M) USC (M)
--:--,USC (M),12.0,Max Miller,Earned Exclusion,,,,UCSD (M) USC (M)
--:--,USC (M),12.0,Max Miller,Earned Exclusion,,,,UCSD (M) USC (M)
--:--,USC (M),8.0,Reed Stemler,Earned Exclusion,,,,UCSD (M) USC (M)
--:--,USC (M),8.0,Reed Stemler,Earned Exclusion,,,,UCSD (M) USC (M)
--:--,USC (M),7.0,Tom McGuire,Earned Exclusion,,,,UCSD (M) USC (M)
--:--,USC (M),6.0,Carson Kranz,Earned Exclusion,,,,UCSD (M) USC (M)
--:--,USC (M),4.0,Jake Carter,Earned Exclusion,,,,UCSD (M) USC (M)
--:--,USC (M),1.0,Eric Hubner,Block,,,,UCSD (M) USC (M)
--:--,USC (M),1.0,Eric Hubner,Block,,,,UCSD (M) USC (M)
--:--,USC (M),1.0,Eric Hubner,Block,,,,UCSD (M) USC (M)
--:--,USC (M),1.0,Eric Hubner,Block,,,,UCSD (M) USC (M)
--:--,USC (M),1.0,Eric Hubner,Block,,,,UCSD (M) USC (M)
--:--,USC (M),1.0,Eric Hubner,Block,,,,UCSD (M) USC (M)
--:--,USC (M),28.0,Zach Bettino,Block,,,,UCSD (M) USC (M)
--:--,USC (M),28.0,Zach Bettino,Block,,,,UCSD (M) USC (M)
--:--,USC (M),9.0,Joshua Waldoch,Block,,,,UCSD (M) USC (M)
--:--,USC (M),28.0,Zach Bettino,Assist,,,,UCSD (M) USC (M)
--:--,USC (M),23.0,Andrej Grgurevic,Assist,,,,UCSD (M) USC (M)
--:--,USC (M),12.0,Max Miller,Assist,,,,UCSD (M) USC (M)
--:--,USC (M),9.0,Joshua Waldoch,Assist,,,,UCSD (M) USC (M)
--:--,USC (M),9.0,Joshua Waldoch,Assist,,,,UCSD (M) USC (M)
--:--,USC (M),7.0,Tom McGuire,Assist,,,,UCSD (M) USC (M)
--:--,USC (M),7.0,Tom McGuire,Assist,,,,UCSD (M) USC (M)
--:--,USC (M),5.0,Luka Brnetic,Assist,,,,UCSD (M) USC (M)
--:--,USC (M),5.0,Luka Brnetic,Assist,,,,UCSD (M) USC (M)
--:--,USC (M),5.0,Luka Brnetic,Assist,,,,UCSD (M) USC (M)
--:--,USC (M),5.0,Luka Brnetic,Assist,,,,UCSD (M) USC (M)
--:--,USC (M),3.0,Evan Ausmus,Assist,,,,UCSD (M) USC (M)
--:--,UCSD (M),1.0,Logan Estes,Steal,,,,UCSD (M) USC (M)
--:--,UCSD (M),1.0,Logan Estes,Steal,,,,UCSD (M) USC (M)
--:--,UCSD (M),1.0,Logan Estes,Steal,,,,UCSD (M) USC (M)
--:--,UCSD (M),25.0,Mason Presley,Steal,,,,UCSD (M) USC (M)
--:--,UCSD (M),24.0,Kaden Likins,Steal,,,,UCSD (M) USC (M)
--:--,UCSD (M),18.0,Landon Akerstrom,Steal,,,,UCSD (M) USC (M)
--:--,UCSD (M),18.0,Landon Akerstrom,Steal,,,,UCSD (M) USC (M)
--:--,UCSD (M),17.0,Nolan Roberts,Steal,,,,UCSD (M) USC (M)
--:--,UCSD (M),15.0,Rhys Bugelli,Steal,,,,UCSD (M) USC (M)
--:--,UCSD (M),15.0,Rhys Bugelli,Steal,,,,UCSD (M) USC (M)
--:--,UCSD (M),12.0,Bennett Axline,Steal,,,,UCSD (M) USC (M)
--:--,UCSD (M),11.0,Felipe Ferreira,Steal,,,,UCSD (M) USC (M)
--:--,UCSD (M),7.0,Lucas Romaguera,Steal,,,,UCSD (M) USC (M)
--:--,UCSD (M),,,Sprint (winner),,,,UCSD (M) USC (M)
--:--,UCSD (M),,,Sprint (winner),,,,UCSD (M) USC (M)
--:--,UCSD (M),,,Sprint (winner),,,,UCSD (M) USC (M)
--:--,UCSD (M),,,Sprint (winner),,,,UCSD (M) USC (M)
--:--,UCSD (M),1.0,Logan Estes,Missed Shot,,,,UCSD (M) USC (M)
--:--,UCSD (M),25.0,Mason Presley,Missed Shot,,,,UCSD (M) USC (M)
--:--,UCSD (M),24.0,Kaden Likins,Missed Shot,,,,UCSD (M) USC (M)
--:--,UCSD (M),18.0,Landon Akerstrom,Missed Shot,,,,UCSD (M) USC (M)
--:--,UCSD (M),18.0,Landon Akerstrom,Missed Shot,,,,UCSD (M) USC (M)
--:--,UCSD (M),18.0,Landon Akerstrom,Missed Shot,,,,UCSD (M) USC (M)
--:--,UCSD (M),13.0,Brendon Fezzey,Missed Shot,,,,UCSD (M) USC (M)
--:--,UCSD (M),12.0,Bennett Axline,Missed Shot,,,,UCSD (M) USC (M)
--:--,UCSD (M),12.0,Bennett Axline,Missed Shot,,,,UCSD (M) USC (M)
--:--,UCSD (M),12.0,Bennett Axline,Missed Shot,,,,UCSD (M) USC (M)
--:--,UCSD (M),11.0,Felipe Ferreira,Missed Shot,,,,UCSD (M) USC (M)
--:--,UCSD (M),7.0,Lucas Romaguera,Missed Shot,,,,UCSD (M) USC (M)
--:--,UCSD (M),7.0,Lucas Romaguera,Missed Shot,,,,UCSD (M) USC (M)
--:--,UCSD (M),7.0,Lucas Romaguera,Missed Shot,,,,UCSD (M) USC (M)
--:--,UCSD (M),24.0,Kaden Likins,Earned Exclusion,,,,UCSD (M) USC (M)
--:--,UCSD (M),24.0,Kaden Likins,Earned Exclusion,,,,UCSD (M) USC (M)
--:--,UCSD (M),15.0,Rhys Bugelli,Earned Exclusion,,,,UCSD (M) USC (M)
--:--,UCSD (M),13.0,Brendon Fezzey,Earned Exclusion,,,,UCSD (M) USC (M)
--:--,UCSD (M),12.0,Bennett Axline,Earned Exclusion,,,,UCSD (M) USC (M)
--:--,UCSD (M),12.0,Bennett Axline,Earned Exclusion,,,,UCSD (M) USC (M)
--:--,UCSD (M),12.0,Bennett Axline,Earned Exclusion,,,,UCSD (M) USC (M)
--:--,UCSD (M),12.0,Bennett Axline,Earned Exclusion,,,,UCSD (M) USC (M)
--:--,UCSD (M),12.0,Bennett Axline,Earned Exclusion,,,,UCSD (M) USC (M)
--:--,UCSD (M),12.0,Bennett Axline,Earned Exclusion,,,,UCSD (M) USC (M)
--:--,UCSD (M),8.0,Eamon Hennessey,Earned Exclusion,,,,UCSD (M) USC (M)
--:--,UCSD (M),7.0,Lucas Romaguera,Earned Exclusion,,,,UCSD (M) USC (M)
--:--,UCSD (M),1.0,Logan Estes,Block,,,,UCSD (M) USC (M)
--:--,UCSD (M),1.0,Logan Estes,Block,,,,UCSD (M) USC (M)
--:--,UCSD (M),1.0,Logan Estes,Block,,,,UCSD (M) USC (M)
--:--,UCSD (M),1.0,Logan Estes,Block,,,,UCSD (M) USC (M)
--:--,UCSD (M),1.0,Logan Estes,Block,,,,UCSD (M) USC (M)
--:--,UCSD (M),1.0,Logan Estes,Block,,,,UCSD (M) USC (M)
--:--,UCSD (M),1.0,Logan Estes,Block,,,,UCSD (M) USC (M)
--:--,UCSD (M),1.0,Logan Estes,Block,,,,UCSD (M) USC (M)
--:--,UCSD (M),1.0,Logan Estes,Block,,,,UCSD (M) USC (M)
--:--,UCSD (M),1.0,Logan Estes,Block,,,,UCSD (M) USC (M)
--:--,UCSD (M),13.0,Brendon Fezzey,Block,,,,UCSD (M) USC (M)
--:--,UCSD (M),7.0,Lucas Romaguera,Block,,,,UCSD (M) USC (M)
--:--,UCSD (M),24.0,Kaden Likins,Assist,,,,UCSD (M) USC (M)
--:--,UCSD (M),24.0,Kaden Likins,Assist,,,,UCSD (M) USC (M)
--:--,UCSD (M),18.0,Landon Akerstrom,Assist,,,,UCSD (M) USC (M)
--:--,UCSD (M),13.0,Brendon Fezzey,Assist,,,,UCSD (M) USC (M)
--:--,UCSD (M),11.0,Felipe Ferreira,Assist,,,,UCSD (M) USC (M)
--:--,UCSD (M),11.0,Felipe Ferreira,Assist,,,,UCSD (M) USC (M)
--:--,UCSD (M),11.0,Felipe Ferreira,Assist,,,,UCSD (M) USC (M)
--:--,UCSD (M),7.0,Lucas Romaguera,Assist,,,,UCSD (M) USC (M)
--:--,USC (M),9.0,Joshua Waldoch,Goal,3-5,,,UCSD (M) USC (M)
--:--,USC (M),4.0,Jake Carter,Goal - 6 on 5,4-5,,,UCSD (M) USC (M)
--:--,UCSD (M),9.0,Miles Wilson,Exclusion,,,,UCSD (M) USC (M)
--:--,UCSD (M),25.0,Mason Presley,Exclusion,,,,UCSD (M) USC (M)
--:--,UCSD (M),12.0,Bennett Axline,Exclusion,,,,UCSD (M) USC (M)
--:--,USC (M),4.0,Jake Carter,Exclusion,,,,UCSD (M) USC (M)
--:--,UCSD (M),12.0,Bennett Axline,Goal - 6 on 5,4-6,,,UCSD (M) USC (M)
--:--,USC (M),9.0,Joshua Waldoch,Goal,5-6,,,UCSD (M) USC (M)
--:--,USC (M),6.0,Carson Kranz,Goal,6-6,,,UCSD (M) USC (M)
--:--,USC (M),23.0,Andrej Grgurevic,Goal - 6 on 5,7-6,,,UCSD (M) USC (M)
--:--,USC (M),7.0,Tom McGuire,Goal,8-6,,,UCSD (M) USC (M)
--:--,USC (M),9.0,Joshua Waldoch,Goal,9-6,,,UCSD (M) USC (M)
--:--,UCSD (M),7.0,Lucas Romaguera,Goal - Penalty,9-7,,,UCSD (M) USC (M)
--:--,USC (M),15.0,Jack Vort,Penalty,,,,UCSD (M) USC (M)
--:--,USC (M),5.0,Luka Brnetic,Exclusion,,,,UCSD (M) USC (M)
--:--,USC (M),7.0,Tom McGuire,Exclusion,,,,UCSD (M) USC (M)
--:--,UCSD (M),15.0,Rhys Bugelli,Exclusion,,,,UCSD (M) USC (M)
--:--,USC (M),9.0,Joshua Waldoch,Exclusion,,,,UCSD (M) USC (M)
--:--,UCSD (M),11.0,Felipe Ferreira,Exclusion,,,,UCSD (M) USC (M)
--:--,USC (M),4.0,Jake Carter,Exclusion,,,,UCSD (M) USC (M)
--:--,UCSD (M),18.0,Landon Akerstrom,Exclusion,,,,UCSD (M) USC (M)
--:--,USC (M),5.0,Luka Brnetic,Exclusion,,,,UCSD (M) USC (M)
--:--,USC (M),12.0,Max Miller,Goal,10-7,,,UCSD (M) USC (M)
--:--,UCSD (M),15.0,Rhys Bugelli,Goal,10-8,,,UCSD (M) USC (M)
--:--,USC (M),9.0,Joshua Waldoch,Goal,11-8,,,UCSD (M) USC (M)
--:--,UCSD (M),12.0,Bennett Axline,Goal,11-9,,,UCSD (M) USC (M)
--:--,UCSD (M),13.0,Brendon Fezzey,Penalty,,,,UCSD (M) USC (M)
--:--,USC (M),7.0,Tom McGuire,Exclusion,,,,UCSD (M) USC (M)
--:--,USC (M),23.0,Andrej Grgurevic,Exclusion,,,,UCSD (M) USC (M)
--:--,UCSD (M),11.0,Felipe Ferreira,Exclusion,,,,UCSD (M) USC (M)
--:--,UCSD (M),24.0,Kaden Likins,Exclusion,,,,UCSD (M) USC (M)
--:--,USC (M),23.0,Andrej Grgurevic,Exclusion,,,,UCSD (M) USC (M)
--:--,UCSD (M),7.0,Lucas Romaguera,Exclusion,,,,UCSD (M) USC (M)
--:--,UCI (M),11.0,Gage Verdegaal,Goal - 6 on 5,0-1,,,UCI (M) USC (M)
--:--,UCI (M),4.0,Tyler Padua,Goal - 6 on 5,0-2,,,UCI (M) USC (M)
--:--,USC (M),24.0,Massimo Di Martire,Goal,1-2,,,UCI (M) USC (M)
--:--,UCI (M),11.0,Gage Verdegaal,Goal - 6 on 5,1-3,,,UCI (M) USC (M)
--:--,USC (M),3.0,Evan Ausmus,Goal,2-3,,,UCI (M) USC (M)
--:--,USC (M),12.0,Max Miller,Goal - 6 on 5,3-3,,,UCI (M) USC (M)
--:--,UCI (M),5.0,Jake Liechty,Exclusion,,,,UCI (M) USC (M)
--:--,UCI (M),16.0,Tyler Laymon,Exclusion,,,,UCI (M) USC (M)
--:--,USC (M),5.0,Luka Brnetic,Exclusion,,,,UCI (M) USC (M)
--:--,UCI (M),5.0,Jake Liechty,Exclusion,,,,UCI (M) USC (M)
--:--,USC (M),24.0,Massimo Di Martire,Exclusion,,,,UCI (M) USC (M)
--:--,USC (M),7.0,Tom McGuire,Exclusion,,,,UCI (M) USC (M)
--:--,USC (M),5.0,Luka Brnetic,Exclusion,,,,UCI (M) USC (M)
--:--,USC (M),24.0,Massimo Di Martire,Red Card,,,,UCI (M) USC (M)
--:--,UCI (M),16.0,Tyler Laymon,Steal,,,,UCI (M) USC (M)
--:--,UCI (M),12.0,Jack Stevens,Steal,,,,UCI (M) USC (M)
--:--,UCI (M),12.0,Jack Stevens,Steal,,,,UCI (M) USC (M)
--:--,UCI (M),9.0,Stewart Campbell,Steal,,,,UCI (M) USC (M)
--:--,UCI (M),6.0,Ethan Shipman,Steal,,,,UCI (M) USC (M)
--:--,UCI (M),6.0,Ethan Shipman,Steal,,,,UCI (M) USC (M)
--:--,USC (M),9.0,Joshua Waldoch,Steal,,,,UCI (M) USC (M)
--:--,USC (M),6.0,Carson Kranz,Steal,,,,UCI (M) USC (M)
--:--,USC (M),5.0,Luka Brnetic,Steal,,,,UCI (M) USC (M)
--:--,USC (M),4.0,Jake Carter,Steal,,,,UCI (M) USC (M)
--:--,USC (M),3.0,Evan Ausmus,Steal,,,,UCI (M) USC (M)
--:--,USC (M),3.0,Evan Ausmus,Steal,,,,UCI (M) USC (M)
--:--,USC (M),3.0,Evan Ausmus,Steal,,,,UCI (M) USC (M)
--:--,USC (M),3.0,Evan Ausmus,Steal,,,,UCI (M) USC (M)
--:--,UCI (M),3.0,Samuel Otta,Steal,,,,UCI (M) USC (M)
--:--,UCI (M),2.0,Thomas Cass,Steal,,,,UCI (M) USC (M)
--:--,UCI (M),2.0,Thomas Cass,Steal,,,,UCI (M) USC (M)
--:--,UCI (M),2.0,Thomas Cass,Steal,,,,UCI (M) USC (M)
--:--,USC (M),24.0,Massimo Di Martire,Steal,,,,UCI (M) USC (M)
--:--,USC (M),24.0,Massimo Di Martire,Steal,,,,UCI (M) USC (M)
--:--,UCI (M),,,Sprint (winner),,,,UCI (M) USC (M)
--:--,UCI (M),,,Sprint (winner),,,,UCI (M) USC (M)
--:--,UCI (M),,,Sprint (winner),,,,UCI (M) USC (M)
--:--,USC (M),,,Sprint (winner),,,,UCI (M) USC (M)
--:--,USC (M),,,Sprint (winner),,,,UCI (M) USC (M)
--:--,USC (M),,,Sprint (winner),,,,UCI (M) USC (M)
--:--,UCI (M),,,Sprint (winner),,,,UCI (M) USC (M)
--:--,USC (M),,,Sprint (winner),,,,UCI (M) USC (M)
--:--,UCI (M),13.0,Johann Thrall,Missed Shot,,,,UCI (M) USC (M)
--:--,UCI (M),13.0,Johann Thrall,Missed Shot,,,,UCI (M) USC (M)
--:--,UCI (M),13.0,Johann Thrall,Missed Shot,,,,UCI (M) USC (M)
--:--,UCI (M),13.0,Johann Thrall,Missed Shot,,,,UCI (M) USC (M)
--:--,UCI (M),12.0,Jack Stevens,Missed Shot,,,,UCI (M) USC (M)
--:--,UCI (M),11.0,Gage Verdegaal,Missed Shot,,,,UCI (M) USC (M)
--:--,UCI (M),11.0,Gage Verdegaal,Missed Shot,,,,UCI (M) USC (M)
--:--,UCI (M),11.0,Gage Verdegaal,Missed Shot,,,,UCI (M) USC (M)
--:--,UCI (M),10.0,Luka Krstic,Missed Shot,,,,UCI (M) USC (M)
--:--,UCI (M),8.0,Dylan Patist,Missed Shot,,,,UCI (M) USC (M)
--:--,UCI (M),8.0,Dylan Patist,Missed Shot,,,,UCI (M) USC (M)
--:--,UCI (M),6.0,Ethan Shipman,Missed Shot,,,,UCI (M) USC (M)
--:--,UCI (M),6.0,Ethan Shipman,Missed Shot,,,,UCI (M) USC (M)
--:--,USC (M),24.0,Massimo Di Martire,Missed Shot,,,,UCI (M) USC (M)
--:--,USC (M),15.0,Jack Vort,Missed Shot,,,,UCI (M) USC (M)
--:--,USC (M),9.0,Joshua Waldoch,Missed Shot,,,,UCI (M) USC (M)
--:--,USC (M),9.0,Joshua Waldoch,Missed Shot,,,,UCI (M) USC (M)
--:--,USC (M),9.0,Joshua Waldoch,Missed Shot,,,,UCI (M) USC (M)
--:--,USC (M),7.0,Tom McGuire,Missed Shot,,,,UCI (M) USC (M)
--:--,USC (M),6.0,Carson Kranz,Missed Shot,,,,UCI (M) USC (M)
--:--,USC (M),6.0,Carson Kranz,Missed Shot,,,,UCI (M) USC (M)
--:--,USC (M),4.0,Jake Carter,Missed Shot,,,,UCI (M) USC (M)
--:--,USC (M),3.0,Evan Ausmus,Missed Shot,,,,UCI (M) USC (M)
--:--,USC (M),3.0,Evan Ausmus,Missed Shot,,,,UCI (M) USC (M)
--:--,USC (M),3.0,Evan Ausmus,Missed Shot,,,,UCI (M) USC (M)
--:--,UCI (M),4.0,Tyler Padua,Missed Shot,,,,UCI (M) USC (M)
--:--,UCI (M),3.0,Samuel Otta,Missed Shot,,,,UCI (M) USC (M)
--:--,UCI (M),3.0,Samuel Otta,Missed Shot,,,,UCI (M) USC (M)
--:--,USC (M),28.0,Zach Bettino,Missed Shot,,,,UCI (M) USC (M)
--:--,USC (M),28.0,Zach Bettino,Missed Shot,,,,UCI (M) USC (M)
--:--,UCI (M),17.0,Zachary Baxter,Earned Exclusion,,,,UCI (M) USC (M)
--:--,UCI (M),13.0,Johann Thrall,Earned Exclusion,,,,UCI (M) USC (M)
--:--,UCI (M),11.0,Gage Verdegaal,Earned Exclusion,,,,UCI (M) USC (M)
--:--,UCI (M),10.0,Luka Krstic,Earned Exclusion,,,,UCI (M) USC (M)
--:--,UCI (M),4.0,Tyler Padua,Earned Exclusion,,,,UCI (M) USC (M)
--:--,USC (M),19.0,Tony Nardelli,Earned Exclusion,,,,UCI (M) USC (M)
--:--,USC (M),19.0,Tony Nardelli,Earned Exclusion,,,,UCI (M) USC (M)
--:--,USC (M),12.0,Max Miller,Earned Exclusion,,,,UCI (M) USC (M)
--:--,USC (M),12.0,Max Miller,Earned Exclusion,,,,UCI (M) USC (M)
--:--,USC (M),12.0,Max Miller,Earned Exclusion,,,,UCI (M) USC (M)
--:--,USC (M),12.0,Max Miller,Earned Exclusion,,,,UCI (M) USC (M)
--:--,USC (M),9.0,Joshua Waldoch,Earned Exclusion,,,,UCI (M) USC (M)
--:--,USC (M),8.0,Reed Stemler,Earned Exclusion,,,,UCI (M) USC (M)
--:--,USC (M),7.0,Tom McGuire,Earned Exclusion,,,,UCI (M) USC (M)
--:--,USC (M),6.0,Carson Kranz,Earned Exclusion,,,,UCI (M) USC (M)
--:--,USC (M),3.0,Evan Ausmus,Earned Exclusion,,,,UCI (M) USC (M)
